image index	predicted index	target index	correct	path	path probability	path length	number backtracks
1236	5	7	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999493360519409, 0.9971074461936951, 0.6274735927581787, 0.5555773377418518]	5	0
1237	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 0.9999997615814209]	4	0
1238	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 1.0, 0.9999954700469971]	4	0
1239	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999988079071045, 1.0, 0.9999997615814209, 0.9999998807907104]	5	0
1240	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999935626983643, 0.999997615814209]	3	0
1241	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 0.9999939203262329]	4	0
1242	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9997655749320984, 0.9607692360877991, 0.9872238636016846]	4	0
1243	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1244	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999997615814209, 0.999998927116394, 0.9998273849487305, 0.9999008178710938]	5	0
1245	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
1246	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
1247	5	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9990185499191284, 0.9791582226753235, 0.9420953989028931, 0.8263099789619446]	5	0
1248	2	2	TRUE	['n00003553', 'n01471682', 'n01886756', 'n01471682', 'n01503061']	[0.9998225569725037, 0.9267382025718689, 0.9267382025718689, 0.0690932422876358]	5	1
1249	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.9999990463256836, 0.9999552965164185, 0.9999911785125732]	5	0
1250	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999957084655762, 0.9999889135360718, 0.9999938011169434, 0.9999949932098389]	5	0
1251	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999128580093384, 0.9996335506439209]	3	0
1252	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999970197677612, 0.9999960660934448, 0.9999997615814209, 0.9999845027923584]	5	0
1253	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9970589876174927, 0.9998843669891357]	4	0
1254	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999998807907104, 1.0]	3	0
1255	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
1256	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999988079071045, 0.9999996423721313]	4	0
1257	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
1258	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999960660934448, 0.9999998807907104, 0.9999145269393921]	4	0
1259	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999998807907104, 0.9999997615814209]	4	0
1260	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999363422393799]	4	0
1261	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999957084655762, 0.999319314956665]	4	0
1262	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999914169311523, 0.9999983310699463, 0.9999680519104004]	4	0
1263	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999967813491821, 0.9999984502792358, 0.9989328980445862]	4	0
1264	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1265	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.794914722442627]	4	0
1266	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999986886978149, 0.9999823570251465, 0.9991068243980408]	4	0
1267	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999991655349731, 1.0, 1.0]	5	0
1268	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999933242797852, 0.9999990463256836, 0.9999998807907104, 1.0]	5	0
1269	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.9999995231628418]	5	0
1270	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999804496765137, 0.9999943971633911, 0.9999847412109375]	4	0
1271	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1272	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999997615814209, 0.9999920129776001, 0.9842168092727661, 0.9236022233963013]	5	0
1273	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 1.0]	3	0
1274	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
1275	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999936819076538, 0.9999994039535522, 0.9999996423721313]	5	0
1276	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999356269836426, 0.9997721314430237, 0.9999681711196899, 0.9999971389770508]	5	0
1277	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999728202819824, 0.9261459112167358]	3	0
1278	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9963380098342896, 0.9999797344207764]	3	0
1279	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.999998927116394, 0.9999147653579712, 0.9999879598617554]	4	0
1280	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.7585400342941284]	5	0
1281	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1282	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.999996542930603, 0.9999899864196777, 0.9999947547912598]	4	0
1283	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
1284	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999967813491821, 0.9997510313987732, 0.9992117881774902]	4	0
1285	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9997817873954773, 0.9999046325683594, 0.9999347925186157]	4	0
1286	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1287	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999998807907104]	4	0
1288	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1289	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999880790710449, 0.9999995231628418]	3	0
1290	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.999987006187439, 0.9999995231628418, 1.0, 1.0]	5	0
1291	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1292	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999970197677612, 0.9986794590950012, 0.9194012880325317, 0.8652592301368713]	5	0
1293	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9997047781944275, 0.9996705055236816, 0.9956284761428833, 0.9656860828399658]	5	0
1294	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999603033065796, 0.9999749660491943, 0.9988532066345215]	4	0
1295	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 1.0, 1.0]	4	0
1296	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9996463060379028, 0.9996501207351685, 0.9986011385917664]	5	0
1297	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9996867179870605, 0.9999397993087769]	3	0
1298	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1299	0	7	FALSE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.977338969707489, 0.6076108813285828, 0.6220594048500061]	4	0
1300	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999991655349731, 0.9977554678916931, 0.9995070695877075, 0.9997572302818298]	5	0
1301	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 1.0, 1.0]	4	0
1302	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9942699670791626]	3	0
1303	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9997991919517517, 0.6153085827827454, 0.5038425326347351, 0.6471133232116699]	5	0
1304	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9500930309295654, 0.9683678150177002, 0.9766886830329895, 0.9893110990524292]	5	0
1305	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999997615814209]	4	0
1306	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9997376799583435, 0.999728262424469, 0.9844667911529541]	4	0
1307	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9878268837928772, 0.9928712248802185]	3	0
1308	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999997615814209, 0.9999867677688599, 0.9999967813491821, 0.9999978542327881]	5	0
1309	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.999996542930603, 0.9617446660995483]	3	0
1310	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 0.9999973773956299]	4	0
1311	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999995231628418, 0.9999998807907104]	4	0
1312	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
1313	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1314	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1315	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999904632568359, 0.9998964071273804, 0.9999971389770508, 0.9999995231628418]	5	0
1316	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999964237213135, 0.9999997615814209, 1.0]	5	0
1317	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1318	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999185800552368, 0.9999983310699463, 0.9999988079071045]	5	0
1319	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999568462371826, 0.9999828338623047, 0.999966025352478]	4	0
1320	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999996423721313, 1.0, 1.0]	5	0
1321	3	2	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999359846115112, 0.9946154952049255, 0.9980340600013733, 0.9375437498092651]	5	0
1322	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999957084655762, 0.9650070071220398, 0.9727709889411926]	4	0
1323	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999997615814209, 0.9999984502792358]	4	0
1324	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.9950048327445984, 0.999923825263977, 0.9999808073043823]	5	0
1325	4	2	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999982118606567, 0.9316540956497192, 0.9004911184310913, 0.8929437398910522]	5	0
1326	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9998207688331604, 0.980002760887146]	3	0
1327	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
1328	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9984593391418457]	5	0
1329	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
1330	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999986886978149, 0.99888676404953]	3	0
1331	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999997615814209, 1.0, 1.0]	4	0
1332	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999996423721313, 1.0]	4	0
1333	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999840259552002, 0.9999529123306274, 0.9993165731430054, 0.9978703260421753]	5	0
1334	2	3	FALSE	['n00003553', 'n01471682', 'n01503061']	[0.9999991655349731, 0.8526700735092163]	3	0
1335	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1336	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999796152114868, 0.9999947547912598, 0.999997615814209]	5	0
1337	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9999994039535522]	5	0
1338	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
1339	3	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 0.9999985694885254, 0.7560045123100281]	5	0
1340	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999997615814209, 0.9992338418960571]	4	0
1341	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
1342	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999991655349731, 0.9999984502792358, 0.9999995231628418, 0.9998869895935059]	5	0
1343	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999994039535522, 0.9999998807907104, 1.0]	4	0
1344	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999586343765259]	4	0
1345	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
1346	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9994962215423584, 0.9977625608444214, 0.9851122498512268, 0.9902719855308533]	5	0
1347	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1348	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999992847442627, 0.9999997615814209]	3	0
1349	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1350	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9997844099998474, 0.9999587535858154, 0.9999804496765137]	5	0
1351	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999969005584717, 0.9999754428863525, 0.9999954700469971, 0.999998927116394]	5	0
1352	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999997615814209, 0.9999817609786987]	3	0
1353	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9998359680175781, 0.9999918937683105, 0.9999974966049194, 0.9999963045120239]	5	0
1354	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1355	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999966621398926, 0.9946430921554565, 0.9981208443641663, 0.9998177886009216]	5	0
1356	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999017715454102]	3	0
1357	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1358	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1359	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1360	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
1361	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1362	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
1363	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1364	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9991351962089539, 0.9999957084655762, 0.9999996423721313]	5	0
1365	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999771118164062, 0.9999908208847046, 0.9999972581863403]	4	0
1366	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
1367	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
1368	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.9818208813667297]	5	0
1369	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999426603317261, 0.9999933242797852]	4	0
1370	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999984502792358, 0.9999998807907104, 0.9998506307601929]	4	0
1371	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1372	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9981377124786377]	4	0
1373	5	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 0.9999992847442627, 0.9873846769332886]	5	0
1374	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999819993972778, 0.9999995231628418]	3	0
1375	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
1376	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999998807907104, 0.999997615814209]	4	0
1377	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
1378	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999996423721313, 0.9999996423721313, 0.9999995231628418]	4	0
1379	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.999976396560669, 0.9999983310699463, 0.9988196492195129, 0.9996379613876343]	5	0
1380	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.9999991655349731, 0.9999634027481079, 0.9999542236328125]	5	0
1381	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9991154074668884, 0.9999749660491943]	3	0
1382	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9997988343238831, 0.9999963045120239]	3	0
1383	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999974966049194, 0.9999995231628418, 1.0]	4	0
1384	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9998617172241211, 0.9999887943267822, 0.9999972581863403]	4	0
1385	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999997615814209, 1.0, 0.9992806315422058]	5	0
1386	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
1387	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1388	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999998807907104, 0.9999988079071045, 1.0]	5	0
1389	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.999998927116394, 0.999988317489624, 0.9999997615814209]	5	0
1390	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999847412109375, 0.9999555349349976]	3	0
1391	5	7	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9995996356010437, 0.989763617515564, 0.9590576887130737, 0.7269106507301331]	5	0
1392	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
1393	2	4	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n01886756', 'n01471682', 'n01503061']	[0.9999876022338867, 0.6661773920059204, 0.5518055558204651, 0.5518055558204651, 0.5518055558204651, 0.3327457010746002]	7	1
1394	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9955213069915771, 0.9599332213401794]	3	0
1395	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999834299087524, 0.9991282820701599, 0.9998639822006226, 0.9999802112579346]	5	0
1396	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999998807907104, 1.0]	4	0
1397	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9998031258583069, 0.9999246597290039, 0.999976396560669]	4	0
1398	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9842061996459961, 0.9844275116920471, 0.9904927611351013, 0.9975661039352417]	5	0
1399	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9366446137428284, 0.9574626684188843]	3	0
1400	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999997615814209, 1.0, 1.0, 1.0]	5	0
1401	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
1402	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999996423721313, 1.0, 1.0]	5	0
1403	6	6	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n01886756', 'n01471682', 'n01639765']	[0.9999998807907104, 0.5991408228874207, 0.6427615880966187, 0.6427615880966187, 0.6427615880966187, 0.4005318582057953]	7	1
1404	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 1.0, 1.0]	4	0
1405	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9994134902954102, 0.9998841285705566]	4	0
1406	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
1407	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999825954437256, 0.9997382760047913, 0.9998294115066528]	4	0
1408	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999997615814209, 1.0, 0.9999474287033081]	4	0
1409	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999995231628418, 0.9999998807907104, 1.0]	4	0
1410	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1411	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999979734420776, 0.9999997615814209, 1.0]	5	0
1412	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1413	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
1414	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999992847442627, 0.9999998807907104, 1.0]	4	0
1415	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999998807907104, 0.9999997615814209, 1.0]	5	0
1416	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9999911785125732, 0.9999861717224121, 0.9999439716339111]	5	0
